,name,country,sector,founded,marketcap,revenue,employees,website,ceo,idDocDB
11231,GOLDBECK GMBH,BIELEFELD,INDUSTRIAL MANUFACTURING,1969,,3165,5500,WWW.GOLDBECK.DE,,242898
11232,GOLDEN ABC INC,PHILIPPINES,FASHION,1988,,208,5649,HTTPS://WWW.GOLDENABC.COM/,,211467
11233,GOLDEN BEES,FRANCE,TECHNOLOGY,2015,51910000,4379548,35,HTTPS://WWW.GOLDENBEES.FR,,371883
11234,GOLDEN BIOTECHNOLOGY CORP,TAIWAN,REAL ESTATE,,1392000000,,122,HTTPS://GOLDENBIOTECH.COM/,,98007
11235,GOLDEN CIRCLE,VENICE,FRUIT JUICE,2000,53590000,,,,,68215
11236,GOLDEN EAGLE RETAIL GROUP,CHINA,TRANSPORTATION MARITIME TRANSPORTATION,1996,1369000000,1203000,,HTTP://WWW.GERETAIL.COM/,,81617
11237,GOLDEN ENTERTAINMENT,USA,ENTERTAINMENT GAMBLING,2015,1210000000,1060000000,6300,HTTPS://WWW.GOLDENENT.COM/,,309533
11238,GOLDEN FAITH GROUP HOLDINGS LTD,HONG KONG,,,907000000,210000000,286,HTTP://WWW.GOLDENHOTELS.IN/,MR KAM MING CHAN,153291
11239,GOLDEN GATES EDELMETALLE,GERMANY,PRECIOUS METALS,2012,,21,16,HTTPS://WWW.GOLDENGATES.DE,,164585
11240,GOLDEN HOUSE LTD,ISRAEL,,,,,140,,MR GOLAN GUY RUBINSTEIN,261593
11241,GOLDEN MOUNTAIN,,SAUCE CONDIMENT,,,,,,,55534
11242,GOLDEN SOLAR NEW ENERGY TECHNOLOGY HOLDINGS LIMITED,CHINA,,,2057000000,,,HTTP://WWW.BAOFENGMODERN.COM/,,299848
11243,GOLDEN STAR FACILITIES AND SERVICES,INDIA,FACILITY MANAGEMENT SERVICES,2008,,,,,,69028
11244,GOLDEN STAR FERRIES,ANDROS,MARINE TRANSPORTATION,2011,,,652,,MR ANDREW WRAY,492508
11245,GOLDEN TULIP CHANDIGARH,FRANCE,HOSPITALITY,1962,,,,,,156152
11246,GOLDEN VENTURES LEASEHOLD REAL ESTATE INVESTMENT TRUST,THAILAND,,,1127000000,720000000,,HTTP://WWW.GDC.COM.TW/,,63109
11247,GOLDENSPARKO 11683025,,,,,,,,,
11248,GOLDMAN SACHS,USA,BANKS DOW JONES FICIAL SERVICES,2003,122030000000,49410000000,49100,HTTPS://WWW.GOLDMANSACHSBDC.COM/,DAVID MICHAEL SOLOMON,114309
11249,GOLDMAN SACHS INTERNATIONAL,UNITED KINGDOM,,,,,,,,78692
11250,GOLDMEDAL ELECTRICALS,INDIA,ELECTRICAL EQUIPMENT,1979,,,,,,539008
11251,GOLDMINING INC,CANADA,,,,,22,,MR DAVID A GAROFALO B COM B COMM C A C P A ICD D,420882
11252,GOLDSCHEIDER CERAMICS,VIENNA,DURABLE HOUSEHOLD PRODUCTS,1885,,,,,,265638
11253,GOLDSPACEO 11915056,,,,,,,,,
11254,GOLDSPOT DISCOVERIES CORP,CANADA,,,,,,,MR VINCENT DUBE BOURGEOIS,61201
11255,GOLDSTONE CEMENTS,INDIA,BUILDING MATERIAL,2007,,,,,,66223
11256,GOLDSUN BUILDING MATERIALS CO LTD,TAIWAN,,,1140000000,,,HTTPS://WWW.GONGWINBIOPHARM.COM/,MS LAN YING HSU,144830
11257,GOLDWIN,JAPAN,,1951,2524000000,717000000,1424,HTTPS://WWW.GOLDWIN.CO.JP/,MR TAKAO WATANABE,40212
11258,GOLF CO GROUP LTD,ISRAEL,,,,,2314,,MR ELIEZER SHAPIR,263382
11259,GOLUB CAPITAL,USA,INVESTMENT ASSET MANAGEMENT,1994,2310000000,307000000,,HTTP://WWW.GOLUBCAPITALBDC.COM/,,67132
11260,GOME RETAIL HOLDINGS LIMITED,CHINA,,,2675000000,,,HTTP://WWW.GOME.COM.HK/,,181511
11261,GOMECHANIC,INDIA,INTERNET,2016,,,,,,
11262,GOMSPACE GROUP,SWEDEN,TECHNOLOGY,2015,23070000000,14,231,HTTPS://WWW.GOMSPACE.COM/,MR NIELS BUUS,174899
11263,GONATIVESPANISHO 14895673,,,,,,,,,
11264,GONG,UNITED STATES,ARTIFICIAL INTELLIGENCE,2015,,,,,,164690
11265,GONG GALAXY,FRANCE,RETAIL,2009,,11320706,40,HTTPS://GONG-GALAXY.COM/,,164690
11266,GONGNIU GROUP,CHINA,REAL ESTATE,1995,15775000000,1802000,1000,HTTPS://WWW.GONGNIU.CN/,GREGORY LEITH GOODMAN,174899
11267,GOOCH HOUSEGO PLC,UNITED KINGDOM,,1989,,,908,,MR MARK JOHN ALEXANDER WEBSTER,67935
11268,GOOD COM ASSET,JAPAN,PROPERTY,2005,,214,99,HTTPS://WWW.GOODCOMASSET.CO.JP/,,231626
11269,GOOD DRINKS AUSTRALIA LTD,AUSTRALIA,CONSTRUCTION,1989,25140000000,1417000,1000,HTTPS://WWW.GOODMAN.COM/,STEPHEN JOHNS,297190
11270,GOOD FELLOW HEALTHCARE HOLDINGS LTD,HONG KONG,,,,,340,,,153291
11271,GOOD HEALTH TPA SERVICES,INDIA,INSURANCE,2003,,,,,,278858
11272,GOOD NATURED PRODUCTS INC,CANADA,,,,,683,,MR PAUL JOHN ANTONIADIS,447614
11273,GOOD ONE,LITHUANIA,SALES MARKETING,2009,,4,24,HTTPS://WWW.GOODONE.LT,,128923
11274,GOOD SPIRITS HOSPITALITY LTD,NEW ZEALAND,REIT REAL ESTATE INVESTMENT,1999,1790000000,115000000,,HTTPS://NZ.GOODMAN.COM/,MR JOHN MORTON DAKIN,297190
11275,GOOD WILL INSTRUMENT CO LTD,TAIWAN,,,,,,,,436125
11276,GOODCALL,CZECH REPUBLIC,SUPPORT SERVICES,2014,,3,65,HTTPS://WWW.GOODCALL.EU/,,
11277,GOODFOOD MARKET CORP,CANADA,,,,,3200,,MR JONATHAN FERRARI,154163
11278,GOODLEAP,UNITED STATES,INTERNET SOFTWARE SERVICES,2003,3190000000,20480000000,72000,,RICHARD J RICHARD J KRAMER,
11279,GOODPATCH,JAPAN,MANAGEMENT CONSULTING,2011,,20,195,HTTPS://GOODPATCH.COM/,,
11280,GOODRICH MARITIME,INDIA,LOGISTICS,1997,,,,,,23606
11281,GOODRX,USA,TELEHEALTH HEALTHCARE INTERNET,2011,2080000000,745000000,478,HTTPS://WWW.GOODRX.COM/,,
11282,GOODRX HOLDINGS INC,UNITED STATES,AUTO COMPONENTS,1898,,17480000000,756,,MR DOUGLAS JOSEPH HIRSCH,410685
11283,GOODWAY MACHINE CORP,TAIWAN,,,,,,,,98153
11284,GOODWIN PLC,UNITED KINGDOM,,,,,1129,,,65475
11285,GOODY S BURGER HOUSE,ATHENS,TRAVEL LEISURE,1975,,,,,,315022
11286,GOODYEAR DUNLOP SAVA TIRES,KRANJ,AUTOMOBILES,1998,,,,,,212799
11287,GOODYEAR LASTIKLERI T A S,TURKEY,,,,,1615,,,218152
11288,GOODYEAR TIRE AND RUBBER COMPANY,BINJIANG DISTRICT,MANUFACTURING,1898,4454000000,17478000,62000,HTTPS://WWW.GOODYEAR.COM,,212799
11289,GOOGLE ITALY SRL,ITALY,TRANSPORTATION COMMUNICATIONS ELECTRIC GAS AND SANITARY SERVICES,2002,,,,,,353319
11290,GOOGLE UK LIMITED,UNITED KINGDOM,,,,,,,,195069
11291,GOOSEHEAD INSURANCE,USA,,2003,1590000000,151000000,1290,HTTPS://WWW.GOOSEHEADINSURANCE.COM/,,147766
11292,GOPAL CORPORATION,INDIA,FOOD PROCESSING,1942,,,,,,361283
11293,GOPHR,UK,TECHNOLOGY,2014,810000000,5738336,18,HTTPS://UK.GOPHR.COM/,,
11294,GOPIZZA,SOUTH KOREA,FOOD BEVERAGE,2017,,6,101,HTTPS://WWW.GOPIZZA.KR/,,
11295,GOPUFF,UNITED STATES,SUPPLY CHAIN LOGISTICS DELIVERY,2013,,,,,,
11296,GORAIL,TALLINN,TRAVEL TOURISM,1998,,,,,,
11297,GORE GERMAN OFFICE REAL ESTATE AG,GERMANY,,,,,,,MR JORG REINHARDT,367226
11298,GORENJE,VELENJE,DURABLE HOUSEHOLD PRODUCTS,1950,,,,,,308799
11299,GORILLA TECHNOLOGY,TAIWAN,SOFTWARE TECH,,620000000,,,,,162155
11300,GORILLAS,GERMANY,SUPPLY CHAIN LOGISTICS DELIVERY,2020,,,,,,95194
11301,GORMAN RUPP COMPANY,USA,,,916000000,378000000,1150,HTTPS://WWW.GRPUMPS.COM/,,22680
11302,GOSHARE CAREERS,SAN DIEGO,INTERNET,2014,,,25,WWW.GOSHARE.CO,,460568
11303,GOSPAINO 12686729,HARJU MAAKOND TALLINN KESKLINNA LINNAOSA A WEIZENBERGI TN,REAL ESTATE AGENCIES,,,,,,,
11304,GOSSAMER BIO,USA,PHARMACEUTICALS BIOTECH,,200000000,0,,HTTPS://WWW.GOSSAMERBIO.COM/,,445448
11305,GOSTUDENT,AUSTRIA,EDTECH,2017,,,,,,
11306,GOSUNCN TECHNOLOGY GROUP,CHINA,,,1427000000,,,HTTPS://WWW.GOSUNCNTECH.COM/,,235979
11307,GOT IT AI CAREERS,BURLINGAME,COMPUTER SOFTWARE,2013,,,125,WWW.GOT-IT.AI,,460568
11308,GOTO,INDONESIA,INTERNET TECH E COMMERCE FICIAL SERVICES,2012,7740000000,400000000,10541,HTTPS://WWW.GOUSTO.CO.UK,,239123
11309,GOTOSPAO 14448170,,WEB PORTALS,,,,,,,
11310,GOTTARDO SPA,ITALY,RETAIL TRADE,1991,,,,,,466565
11311,GOTTFRIED SCHULTZ GMBH CO KG,RATINGEN,RETAIL,1924,,1977,1954,WWW.GOTTFRIED-SCHULTZ.DE,,524613
11312,GOUR MEDICAL SA,FRANCE,,,,,4,,MR SERGE GOLDNER,369362
11313,GOURMET MASTER CO LTD,TAIWAN,,,,,,,MR CHENG HSUEH WU,113910
11314,GOVECS,GERMANY,AUTOMOBILES,2009,,31,331,HTTPS://WWW.GOVECSGROUP.COM/,,
11315,GOVERNMENT HOSPITAL,INDIA,HEALTHCARE,1950,,,,,,454512
11316,GOVERNMENT LEGAL DEPARTMENT,UNITED KINGDOM,,,,,,,,524871
11317,GOVERNMENT MEDICAL COLLEGE,INDIA,EDUCATION TRAINING,1982,,,,,,454887
11318,GOVERNMENT OF ANDHRA PRADESH,INDIA,GOVERNMENT,1953,,,,,,8213
11319,GOVERNMENT OF THE UNITED STATES,UNITED STATES,,,,,,,,335459
11320,GOVERNO DELLA REPUBBLICA ITALIANA,ITALY,,,,,,,,63341
11321,GOVIEX URANIUM INC,CANADA,,,,,,,MR DANIEL JOHN MAJOR,390141
11322,GOVIND MILK MILK PRODUCTS,INDIA,FOOD PROCESSING,1996,,,,,,409229
11323,GOWING BROS LIMITED,AUSTRALIA,,,,,,,,458771
11324,GOYAGO,GERMANY,RETAIL,2014,,3729920,43,HTTPS://WWW.GOYAGO.COM/,,
11325,GOZDE GIRISIM SERMAYESI YATIRIM ORTAKLIGI A S,TURKEY,,,,,4,,,459419
11326,GP CLUB,SOUTH KOREA,OTHER,2003,,,,HTTP://EN.GPCLUB.CO.KR/,,52411
11327,GP G NTER PAPENBURG AG,HANNOVER,INDUSTRIAL MANUFACTURING,1963,,715,3500,WWW.GP.AG,,275420
11328,GP INDUSTRIES LTD,SINGAPORE,,,,,7480,,MR CHUNG WING LO J P O B E GBS OBE JP HON D DES,331833
11329,GP PETROLEUMS,INDIA,CHEMICALS AGRI INPUTS,1983,,,,,,62529
11330,GP STRATEGIES,US,EDUCATION TRAINING,1966,,,,,,57533
11331,GPA,BRAZIL,INDUSTRIAL GOODS,2014,910000000,9,50,HTTPS://WWW.GPS-GERMANY.COM/,,35361
11332,GPA INNOVA DLYTE,SPAIN,INDUSTRIAL GOODS,2013,,4,22,HTTPS://WWW.DLYTE.ES/,,35361
11333,GPASPLUS,FRANCE,RETAIL,2012,,2,8,HTTPS://WWW.GPASPLUS.COM,,
11334,GPC BIOTECH,MARTINSRIED,BIOTECHNOLOGY,1997,,,,,,226212
11335,GPE GROUPE PIZZORNO,FRANCE,,,,,2724,,MR FREDERIC DEVALLE,491347
11336,GPI SPA,ITALY,,,,,6830,,MR FAUSTO MANZANA,483468
11337,GPP COMMUNICATION,GERMANY,TECHNOLOGY,2007,,1,15,HTTPS://WWW.GPP-COM.DE,,405588
11338,GPS GMBH,GERMANY,INDUSTRIAL GOODS,2014,,4,32,HTTPS://WWW.GPS-GERMANY.COM,,329533
11339,GPT GROUP,AUSTRALIA,REAL ESTATE INVESTMENT REIT,1971,7469000000,588000000,500,HTTPS://WWW.GPT.COM.AU/,MR ROBERT WILLIAM JOHNSTON,152027
11340,GPT INFRAPROJECTS,INDIA,ENGINEERING CONSTRUCTION,1980,,,,,,152027
11341,GR ENGINEERING SERVICES LIMITED,AUSTRALIA,,,,,,,,68334
11342,GR NENTHAL PHARMA GMBH CO KG,AACHEN,PHARMACEUTICALS AND LIFE SCIENCES,1946,,1573,5471,WWW.GRUNENTHAL.COM,,524613
11343,GRAB,SINGAPORE,FOOD FOOD DELIVERY INTERNET TECH RIDESHARING,2012,13360000000,1100000,6000,HTTPS://WWW.GRAB.COM/SG/,,171259
11344,GRAB A GRUB SERVICES,INDIA,LOGISTICS,2013,,,,,,289946
11345,GRACE FABRIC TECHNOLOGY,CHINA,PHARMACEUTICALS BIOTECH,,1177000000,,,HTTPS://WWW.GRACEFABRIC.COM/,,149793
11346,GRACE TOYOTA,INDIA,AUTOMOBILE,2001,,,,,,20927
11347,GRACE WINE HOLDINGS LTD,HONG KONG,,,,,147,,MS JUDY CHAN,274733
11348,GRACENOTE,UNITED STATES USA,MEDIA ENTERTAINMENT,1998,,,3800,,MR MARK W SHEAHAN,7724
11349,GRACIOUS,NETHERLANDS,ADVERTISING,2007,,2,16,HTTPS://WWW.GRACIOUS.NL,,410154
11350,GRACURE PHARMACEUTICALS,INDIA,PHARMA,1992,,,,,,9164
11351,GRAF HARDENBERG GMBH,KARLSRUHE,RETAIL,1919,,808,1332,WWW.GRAFHARDENBERG.DE,,290587
11352,GRAF STRAUB,GERMANY,AUTOMOBILES,2016,,1959050,8,HTTPS://WWW.GRAF-STRAUB.DE,,369975
11353,GRAFANA LABS,UNITED STATES,INTERNET SOFTWARE SERVICES,2014,,,,,,177112
11354,GRAFFSPARKO 14344571,HARJU MAAKOND MAARDU LINN VEERU TN,RESTAURANTS CAFETERIAS AND OTHER CATERING PLACES,,,,,,,
11355,GRAFOS STEEL,ITALY,INDUSTRIAL GOODS,2009,,5,35,HTTPS://WWW.GRAFOSSTEEL.IT,,523249
11356,GRAFTECH,USA,,1886,1460000000,1345000,1353,HTTP://WWW.GRAFTECH.COM,,
11357,GRAHAM CORPORATION,USA,MEDIA PRESS,1947,99100000,3185000,6100,HTTPS://WWW.GHCO.COM,,290334
11358,GRAHAM HOLDINGS,,MEDIAPRESS,,3090000000,3720000000,12102,,,163602
11359,GRAINCORP,AUSTRALIA,REAL ESTATE,2016,1062000000,4058000,2380,HTTP://WWW.GRAINCORP.COM.AU/,MR ROBERT J SPURWAY B E,181511
11360,GRAINES VOLTZ SA,FRANCE,,,,,406,,MR SERGE VOLTZ,347280
11361,GRAINGER PLC,UK,REAL ESTATE,,2350000000,,322,,MS HELEN C GORDON MRICS,65475
11362,GRAM PANCHAYAT,,GOVERNMENT,,,,,,,17076
11363,GRAMENER,INDIA,TECHNOLOGY,2010,,4,181,HTTPS://GRAMENER.COM/,,
11364,GRAMMARLY,UNITED STATES,INTERNET SOFTWARE SERVICES,2009,,,1008,,MR THORSTEN SEEHARS,
11365,GRAMOPHONE,INDIA,AGRICULTURE,2016,,,,,,436649
11366,GRAMY RECORDS,BUDAPEST,BROADCASTING ENTERTAINMENT,1999,,,,,,162255
11367,GRAN COLOMBIA GOLD CORP,CANADA,OIL GAS ENERGY,,340000000,,1803,,MR GARY STEPHEN GUIDRY P ENG,34595
11368,GRANAROLO SPA,ITALY,MANUFACTURING,1988,,,,,,526054
11369,GRAND BANKS YACHTS LTD,SINGAPORE,,,,,710,,MR MARK JONATHON RICHARDS,331401
11370,GRAND BRILLIANCE GROUP HOLDINGS LTD,HONG KONG,,,1447000000,104000000,33,HTTPS://WWW.GRANDMING.COM.HK/,MS BIK KWAN WONG,153291
11371,GRAND CANAL LAND PUBLIC COMPANY LTD,THAILAND,,,950000000,745000000,,HTTP://WWW.GPPC.COM.TW/,MS NAPARAT SRIWANVIT,86407
11372,GRAND CANYON EDUCATION,USA,,2008,3530000000,896000000,4625,HTTPS://WWW.GCE.COM/,,338922
11373,GRAND CITY PROPERTIES,LUXEMBOURG,REAL ESTATE,2006,4564000000,578000000,800,HTTPS://WWW.GRANDCITYPROPERTIES.COM/,,209617
11374,GRAND CYPRESS FLORIDA LP,UNITED STATES,HOSPITALITY,1957,,,,,,175573
11375,GRAND FORMOSA REGENT,,HOTEL,,,,,,,317897
11376,GRAND INDUSTRIAL HOLDING,CHINA,REAL ESTATE,,1822000000,1714000,10186,HTTP://WWW.GRAND-HOLDING.CN/,RONG GEN CAO,15833
11377,GRAND KOREA LEISURE CO LTD,SOUTH KOREA,,,,,,,MR TAE YEOL YOO,178520
11378,GRAND PARADE INVESTMENTS LTD,SOUTH AFRICA,,,,,,,MR MOHSIN TAJBHAI,245834
11379,GRAND PEAK CAPITAL CORP,CANADA,,,,,,,MR TAJINDER J JOHAL,193887
11380,GRAND POWER LOGISTICS GROUP LTD,HONG KONG,,,,,40,,MR TONG CHIU,362507
11381,GRAND TWINS INTERNATIONAL CAMBODIA,CAMBODIA,CLOTHING MANUFACTURING,,35850000,,,,,366082
11382,GRAND VENTURE TECHNOLOGY LTD,SINGAPORE,,,,,,,MR WAI YUEN NG,289756
11383,GRANDBLUE ENVIRONMENT CO LTD,CHINA,,,,,7507,,,172976
11384,GRANDCITY FINANCE UK LTD,UNITED KINGDOM,,,,,,,,257312
11385,GRANDE ASSET HOTELS AND PROPERTY PUBLIC COMPANY LTD,THAILAND,,,,,,,MS WILAWUN LEONGNARKTONGDEE,427793
11386,GRANDI SALUMIFICI ITALIANI SPA,ITALY,MANUFACTURING,2000,,,,,,152205
11387,GRANDROSESPAO 11302098,,,,,,,,,
11388,GRANDVISION,NETHERLANDS,CONSUMER CYCLICAL,1891,8494000000,3000000,33681,HTTPS://WWW.GRANDVISION.COM/,MR STEPHAN BORCHERT,
11389,GRANGE RESOURCES LIMITED,AUSTRALIA,,,,,,,MR HONGLIN ZHAO,390077
11390,GRANGES AB PUBL,SWEDEN,,,1385000000,1709000,,HTTPS://WWW.GRANGES.COM/,,295700
11391,GRANICUS CAREERS,DENVER,COMPUTER SOFTWARE,1999,,,750,GRANICUS.COM,,62113
11392,GRANITE CONSTRUCTION,USA,BUILDING MATERIALS CONSTRUCTION,1922,1550000000,3010000,3300,HTTPS://WWW.GRANITECONSTRUCTION.COM,,36961
11393,GRANITE REAL ESTATE,CANADA,REAL ESTATE INVESTMENT REIT,,3780000000,312000000,50,HTTPS://WWW.GRANITEREIT.COM/,MR KEVAN S GORRIE ICD D P ENG,86606
11394,GRANITE UNDERWRITING,UK,INSURANCE,2007,,96068351,859,HTTPS://WWW.GRANITEUNDERWRITING.CO.UK,,504887
11395,GRANITIFIANDRE SPA,ITALY,AGRICULTURE FORESTRY AND FISHING,1957,,,,,,118674
11396,GRANT THORNTON,UNITED STATES USA,ACCOUNTING AUDITING,1924,1061000000,467000000,25000,HTTP://WWW.GRANULESINDIA.COM/,MR MICHAEL P DOSS,67284
11397,GRANULES INDIA,INDIA,PHARMA,1984,880000000,371000000,,HTTP://WWW.GRAPHITEINDIA.COM/,,66283
11398,GRAPE KING BIO LTD,TAIWAN,,,,,,,,162155
11399,GRAPE SOLUTIONS HUNGARY,HUNGARY,TECHNOLOGY,2006,,7482052,106,HTTP://GRAPE.HU/EN,,483321
11400,GRAPEVINE THE INSIDERS,NETHERLANDS,ADVERTISING,2012,,6,135,HTTPS://WWW.THEINSIDERSNET.COM/,,46890
11401,GRAPHEX GROUP,HONG KONG,BATTERIES,2012,44080000,17890928,395,HTTPS://WWW.GRAYCE.CO.UK/,,174899
11402,GRAPHIC PACKAGING,USA,BIOTECH PHARMACEUTICALS GENE THERAPY GENOMICS CRISPR,1991,6920000000,9040000000,25000,HTTPS://WWW.GRAPHICPKG.COM,,115701
11403,GRAPHISOFT,BUDAPEST,SOFTWARE,1982,,,,,,106088
11404,GRAPHITE ONE INC,CANADA,,,,,,,MR ANTHONY HUSTON,141862
11405,GRASIM INDUSTRIES,INDIA,CONSTRUCTION,1947,15866000000,11840000000,24123,HTTP://WWW.GRASIM.COM/,JAYANT V DHOBLEY,519466
11406,GRASS ROOTS RESEARCH CREATION,,MANAGEMENT CONSULTING,,,,,,,208328
11407,GRASSROOTS BPO,INDIA,BPO,2011,,,,,,163976
11408,GRAUB NDNER KANTONALBANK,SWITZERLAND,,,1254000000,,818,HTTPS://WWW.GKB.CH/DE,MR DANIEL FUST,320472
11409,GRAVITI PHARMACEUTICALS,INDIA,PHARMA,2012,,,,,,9164
11410,GRAVITY CO,SOUTH KOREA,VIDEO GAMES ENTERTAINMENT TECH,,340000000,,,,MR HYUN CHUL PARK,424426
11411,GRAVITY FITNESS WANDSWORTH LIMITED,UNITED KINGDOM,,,,,,,,172200
11412,GRAVITYSPACEO 16526690,HARJU MAAKOND TALLINN N MME LINNAOSA P RNU MNT B,ADVERTISING AGENCIES,,,,,,,
11413,GRAY MEDIA GROUP INC,UNITED STATES,,,,,,,,435214
11414,GRAZIANI,ITALY,PERSONAL HOUSEHOLD GOODS,1805,,21459039,23,HTTPS://WWW.GRAZIANI.NET,,28213
11415,GRAZIANI S R L,ITALY,BENI PERSONALI,,,,24646,,,20175
11416,GRAZIANO TRASMISSIONI,TURIN,AUTO PARTS,1951,,,,,,168624
11417,GRAZZIOTIN SA,BRAZIL,,,,,2479,,MS RENATA GRAZZIOTIN,29988
11418,GRB DAIRY FOODS,INDIA,FOOD PROCESSING,1984,,,,,MR PRASHANT MODI,409229
11419,GREAT AJAX,USA,REIT REAL ESTATE INVESTMENT,,190000000,,,,,39647
11420,GREAT BEAR RESOURCES,CANADA,,2001,620000000,0,7900,HTTPS://GREATBEARRESOURCES.CA/,MR CHRISTOPHER NEIL AKEHURST TAYLOR M SC P GEO,347305
11421,GREAT BOWERY UK LIMITED,UNITED KINGDOM,,,,,,,,158166
11422,GREAT CHINA METAL IND CO LTD,TAIWAN,,,,,,,,270311
11423,GREAT CHINASOFT TECHNOLOGY,CHINA,HARDWARE,2020,2327000000,,,HTTP://WWW.GCSTGROUP.COM/,,20200
11424,GREAT DEALS E COMMERCE CORP,PHILIPPINES,ECOMMERCE,2017,,88,385,HTTPS://WWW.GREATDEALSCORP.COM/,,98007
11425,GREAT EAGLE HOLDINGS,HONG KONG,REAL ESTATE,1963,1931000000,998000000,5404,HTTPS://WWW.GREATEAGLE.COM.HK/,MS KWAN LAM,190036
11426,GREAT EASTERN,SINGAPORE,INSURANCE,,6410000000,,,,,277521
11427,GREAT ELM CAPITAL,USA,FICIAL SERVICES INVESTMENT,,65680000,726000000,413,HTTPS://WWW.GLDD.COM/,,141174
11428,GREAT LEARNING,INDIA,EDTECH,2013,,,,,,26295
11429,GREAT LENGTHS SPA SOCIETA BENEFIT,ITALY,,,,,,,,540042
11430,GREAT PANTHER MINING,CANADA,MINING GOLD MINING SILVER MINING,,8800000,,821,,MR ALAN T C HAIR B SC B SC HONS,436365
11431,GREAT PORTLAND ESTATES,UNITED KINGDOM,REAL ESTATE INVESTMENT REIT,1959,1780000000,99000000,116,HTTPS://WWW.GPE.CO.UK/,MR TOBY COURTAULD M A MA MRICS,158756
11432,GREAT SOFTWARE LABORATORY,INDIA,SOFTWARE PRODUCT,2003,,,,,,290488
11433,GREAT TREE PHARMACY,TAIWAN,PHARMACEUTICALS,2016,1660000000,213,1193,HTTP://WWW.GREATTREE.COM.TW/,MR MING LONG ZHENG,318257
11434,GREAT WALL MOTOR,CHINA,CONSUMER DURABLES,1984,32009999999,20500000000,77934,HTTP://WWW.GWM-GLOBAL.COM/,FENG YING WANG,63679
11435,GREAT WALL PAN ASIA HOLDINGS LTD,HONG KONG,,,,,18,,MR YONGLE XU,163602
11436,GREAT WEST LIFECO,CANADA,FICIALS,1891,21070000000,51391000000,24500,HTTPS://WWW.GREATWESTLIFECO.COM/,PAUL A MAHON,380614
11437,GREAT WESTERN BANCORP,USA,,1935,1706000000,493000000,1545,HTTPS://WWW.GREATWESTERNBANK.COM,,98007
11438,GREAT WESTERN MINING CORPORATION PLC,IRELAND,,,,,7,,,362507
11439,GREAT WHITE GLOBAL,INDIA,ELECTRICAL EQUIPMENT,1963,,,,,,98156
11440,GREATEK ELECTRONICS,TAIWAN,ELECTRONICS HOUSEHOLD APPLIANCES,1991,1544000000,643000000,4211,HTTPS://WWW.GREATEK.COM.TW/,MR BORIS HSIEH,289512
11441,GREATER BAY AREA DYNAMIC GROWTH HOLDING LTD,HONG KONG,,,,,378,,MR TSZ WAH LAI,308012
11442,GREATER THAN AB,SWEDEN,,,,,25,,,62249
11443,GREATEST DISTANCE,PORTUGAL,RETAIL,2012,,13,4,HTTPS://WWW.G27.EU,,323903
11444,GREATLAND GOLD PLC,UNITED KINGDOM,,,,,17,,MR SHAUN DAY B COM C A C F A F C A,65475
11445,GREAVES COTTON,INDIA,INDUSTRIAL MACHINERY,1859,,,,,,182167
11446,GRECIAN SUPER SPECIALTY HOSPITAL,INDIA,HEALTHCARE,2006,,,,,,167277
11447,GRECOTEL,RETHYMNO,HOSPITALITY,,,,,,,
11448,GREE,JAPAN,VIDEO GAMES ENTERTAINMENT TECH ADVERTISING MEDIA PRESS INTERNET,,910000000,1000000,1543,HTTP://WWW.GREE.CO.JP/,MR YOSHIKAZU TANAKA,496269
11449,GREE ELECTRIC APPLIANCES,CHINA,HOME AND KITCHEN APPLIANCES ELECTRONICS MANUFACTURING,1989,29590000000,27880000000,88846,HTTPS://WWW.GREE.COM/,DONG MINGZHU,496269
11450,GREE REAL ESTATE,CHINA,REAL ESTATE,,,1038000,,HTTPS://WWW.GREEDC.COM/EN,,86606
11451,GREEDYGAME,INDIA,TECHNOLOGY,2013,5530000,9,60,HTTPS://GREEDYGAME.COM/,,
11452,GREEK INTERNET EXCHANGE,ATHENS,INTERNET,2009,,,,,,58296
11453,GREEK ORGANIZATION OF FOOTBALL PROGNOSTICS,GREECE,CONSUMER CYCLICAL,1958,5609000000,1245000,1503,HTTPS://WWW.OPAP.GR/,,299222
11454,GREEK REPORTER,THESSALONIKI,MEDIA,2008,,,,,,144750
11455,GREEK WINE CELLARS,MARKOPOULO,BEVERAGES,,,,,,,216961
11456,GREEN AGREVOLUTION,INDIA,AGRICULTURE,2012,,,,,,434351
11457,GREEN ARROW CAPITAL SGR SPA,ITALY,INDUSTRIAL GOODS,2011,,7535071,21,HTTPS://GGTSRL.IT,MR CHONG KUANG LEE,354810
11458,GREEN BRICK PARTNERS,USA,CONSTRUCTION,2006,1140000000,1402000,460,HTTPS://GREENBRICKPARTNERS.COM/,MR JESSE DOUGLAS,337490
11459,GREEN BUILD TECHNOLOGY LTD,SINGAPORE,,,,,,,MS XUEYING WU,91884
11460,GREEN CARGO,SOLNA,DELIVERY SERVICES,2001,,27159213,136,HTTPS://GREENCELL.GLOBAL,,5332
11461,GREEN COLA COMPANY,ORESTIADA,FOOD BEVERAGES,1959,83450000,,,,,227912
11462,GREEN CROSS CORPORATION,SOUTH KOREA,,1967,1966000000,1150000,,HTTP://WWW.GLOBALGREENCROSS.COM/,,160299
11463,GREEN CROSS HEALTH LTD,NEW ZEALAND,,,,,,,,153291
